@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Average,F,Comedy,R,Medium,Average
Average,F,Animation,PG,High,Above_Average
Average,C,Comedy,R,High,Above_Average
Average,C,Comedy,R,High,Above_Average
Average,F,Romance,PG-13,Medium,Average
Average,D,Drama,PG-13,Medium,Average
Average,F,Horror,R,Low,Below_Average
Average,B,Animation,PG,High,Above_Average
Average,D,Thriller,R,High,Average
Average,F,Thriller,PG-13,High,Average
Average,D,Drama,PG-13,Medium,Average
Average,F,Comedy,PG,Medium,Average
Average,F,Romance,PG-13,Medium,Average
Average,B,Comedy,PG-13,Medium,Below_Average
Average,C,Sci-Fi,PG-13,High,Good
Average,C,Sci-Fi,PG-13,High,Above_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,R,Medium,Average
Average,F,Thriller,PG-13,High,Poor
Average,D,Thriller,R,High,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,A,Comedy,PG-13,Medium,Awful
Average,F,Comedy,R,Medium,Average
Average,D,Romance,PG-13,Medium,Above_Average
Average,F,Comedy,R,Low,Average
Average,F,Sci-Fi,R,Low,Average
Average,F,Horror,PG-13,High,Average
Average,C,Comedy,R,High,Average
Average,F,Comedy,R,High,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Comedy,R,Low,Average
Average,F,Thriller,R,Low,Average
Average,F,Sci-Fi,Unrated,Low,Poor
Average,D,Animation,PG,High,Above_Average
Average,F,Thriller,R,High,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Horror,PG-13,Medium,Average
Average,C,Comedy,R,High,Average
Average,D,Comedy,R,Medium,Above_Average
Average,F,Comedy,R,Medium,Average
Average,D,Thriller,R,Medium,Above_Average
Average,F,Comedy,R,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,F,Comedy,R,Low,Awful
Average,F,Romance,R,Low,Poor
Average,F,Romance,R,Low,Below_Average
Average,F,Drama,Unrated,Low,Good
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Sci-Fi,PG-13,High,Poor
Average,D,Comedy,PG-13,High,Average
Average,D,Comedy,PG-13,High,Average
Average,D,Comedy,PG-13,High,Average
Average,C,Comedy,PG-13,High,Average
Average,F,Romance,PG-13,Medium,Above_Average
Average,C,Drama,R,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Average
Average,D,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Medium,Average
Average,F,Comedy,R,Low,Average
Average,F,Sci-Fi,G,Low,Below_Average
Average,F,Sci-Fi,PG,Low,Average
Average,D,Family,PG,High,Below_Average
Average,F,Family,PG,High,Below_Average
Average,F,Family,PG,High,Below_Average
Average,D,Comedy,R,High,Average
Average,F,Sci-Fi,PG-13,Medium,Awful
Average,C,Family,PG,Medium,Average
Average,F,Horror,R,Low,Average
Average,D,Comedy,PG-13,Low,Above_Average
Average,F,Thriller,PG-13,Medium,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,Low,Average
Average,F,Romance,Approved,Low,Above_Average
Average,F,Sci-Fi,R,High,Average
Average,D,Sci-Fi,PG-13,High,Average
Average,F,Family,PG-13,High,Below_Average
Average,F,Animation,PG,High,Poor
Average,F,Thriller,PG-13,High,Below_Average
Average,C,Sci-Fi,R,High,Good
Average,D,Comedy,PG-13,High,Average
Average,F,Thriller,R,High,Average
Average,F,Family,PG,Medium,Awful
Average,F,Comedy,R,Low,Average
Average,F,Family,PG,Low,Good
Average,F,Family,PG,Low,Above_Average
Average,F,Drama,PG-13,Low,Below_Average
Average,D,Thriller,PG-13,High,Poor
Average,C,Sci-Fi,R,High,Below_Average
Average,B,Sci-Fi,R,Medium,Average
Average,F,Horror,R,Medium,Poor
Average,F,Horror,PG-13,Low,Poor
Average,B,Thriller,R,Medium,Above_Average
Average,F,Thriller,Approved,Low,Above_Average
Average,F,Sci-Fi,R,High,Below_Average
Average,F,Sci-Fi,PG-13,High,Poor
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Horror,PG,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Romance,PG,Low,Above_Average
Average,F,Romance,Approved,Low,Average
Average,F,Sci-Fi,R,High,Below_Average
Average,F,Sci-Fi,R,Low,Average
Average,D,Sci-Fi,PG-13,High,Above_Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,D,Family,PG-13,High,Below_Average
Average,F,Horror,R,High,Average
Average,F,Horror,R,High,Below_Average
Average,F,Horror,R,High,Average
Average,F,Romance,R,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,F,Horror,NC-17,Low,Below_Average
Average,D,Romance,R,Low,Above_Average
Average,F,Drama,R,Low,Below_Average
Average,F,Thriller,R,Medium,Average
Average,A,Drama,R,Low,Above_Average
Average,C,Family,PG,High,Average
Average,F,Family,PG,High,Average
Average,C,Comedy,PG-13,High,Below_Average
Average,F,Animation,PG,High,Above_Average
Average,F,Family,PG,High,Poor
Average,F,Animation,PG,High,Above_Average
Average,D,Comedy,PG-13,High,Average
Average,F,Comedy,PG-13,High,Average
Average,F,Family,PG,Low,Above_Average
Average,F,Family,PG,High,Below_Average
Average,D,Thriller,PG-13,High,Below_Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,C,Comedy,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Family,PG,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Family,PG,Low,Above_Average
Average,D,Comedy,R,Low,Average
Average,D,Drama,PG,Low,Good
Average,F,Thriller,PG-13,High,Below_Average
Average,D,Thriller,R,High,Average
Average,C,Thriller,R,High,Average
Average,F,Thriller,PG-13,High,Above_Average
Average,D,Thriller,R,High,Above_Average
Average,C,Thriller,PG-13,High,Average
Average,F,Horror,R,High,Below_Average
Average,C,Thriller,PG-13,Medium,Poor
Average,F,Documentary,R,Medium,Above_Average
Average,F,Comedy,R,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,D,Thriller,R,High,Above_Average
Average,F,Documentary,R,Low,Average
Average,F,Thriller,R,High,Average
Average,F,Thriller,R,Medium,Above_Average
Average,F,Comedy,PG-13,Low,Average
Average,D,Thriller,R,Low,Average
Average,F,Drama,PG-13,Low,Good
Average,D,Family,PG,Low,Above_Average
Average,C,Thriller,R,Low,Above_Average
Average,F,Comedy,R,Low,Average
Average,F,Comedy,R,Low,Below_Average
Average,D,Animation,PG,High,Average
Average,F,Animation,PG,High,Average
Average,F,Animation,PG,High,Above_Average
Average,F,Thriller,PG-13,High,Below_Average
Average,F,Horror,R,High,Below_Average
Average,F,Thriller,PG-13,High,Average
Average,F,Thriller,R,Medium,Average
Average,F,Action,PG,Medium,Good
Average,F,Thriller,PG,Medium,Below_Average
Average,D,Sci-Fi,PG-13,High,Average
Average,F,Thriller,R,High,Below_Average
Average,C,Drama,PG-13,High,Above_Average
Average,F,Action,Approved,Medium,Average
Average,F,Horror,R,Low,Average
Average,A,Drama,PG-13,Low,Below_Average
Average,C,Thriller,R,High,Average
Average,D,Thriller,PG-13,High,Average
Average,D,Drama,R,Medium,Above_Average
Average,F,Horror,R,Medium,Average
Average,F,Thriller,R,Low,Average
Average,F,Thriller,R,Low,Average
Average,F,Romance,PG-13,High,Average
Average,D,Thriller,PG-13,High,Below_Average
Average,D,Comedy,PG-13,High,Average
Average,C,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,High,Average
Average,F,Comedy,PG-13,Medium,Above_Average
Average,F,Comedy,R,Medium,Above_Average
Average,C,Comedy,R,Low,Above_Average
Average,C,Romance,R,High,Average
Average,F,Comedy,PG-13,High,Average
Average,C,Drama,R,High,Above_Average
Average,D,Thriller,R,High,Below_Average
Average,F,Comedy,R,High,Below_Average
Average,C,Horror,R,Medium,Poor
Average,D,Thriller,R,Medium,Average
Average,F,Romance,PG,Low,Average
Average,D,Horror,R,Medium,Below_Average
Average,D,Comedy,R,Low,Below_Average
Average,F,Comedy,R,Low,Awful
Average,F,Horror,PG-13,Low,Below_Average
Average,F,Romance,PG,Low,Average
Average,C,Comedy,R,Low,Average
Average,F,Family,PG,High,Average
Average,F,Romance,PG-13,High,Average
Average,F,Family,PG,High,Average
Average,B,Sci-Fi,PG-13,High,Below_Average
Average,F,Sci-Fi,PG,High,Awful
Average,F,Family,PG,Medium,Average
Average,F,Horror,R,Medium,Average
Average,F,Horror,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Above_Average
Average,F,Romance,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Horror,PG-13,Low,Below_Average
Average,F,Drama,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Low,Below_Average
Average,F,Comedy,PG-13,Low,Awful
Average,F,Animation,PG,High,Above_Average
Average,D,Thriller,PG-13,High,Average
Average,F,Thriller,PG-13,High,Average
Average,F,Comedy,R,Low,Poor
Average,F,Comedy,R,Low,Poor
Average,C,Thriller,R,Medium,Below_Average
Average,F,Comedy,PG-13,Low,Below_Average
Average,F,Comedy,R,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Horror,R,Low,Average
Average,F,Animation,PG,High,Below_Average
Average,F,Animation,PG,High,Below_Average
Average,F,Comedy,PG,High,Poor
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Family,PG,High,Poor
Average,F,Family,PG,Medium,Awful
Average,F,Drama,R,Medium,Above_Average
Average,F,Documentary,PG,Low,Below_Average
Average,F,Animation,PG,High,Above_Average
Average,F,Horror,PG-13,Medium,Average
Average,A,Horror,R,Medium,Average
Average,F,Horror,PG-13,Low,Average
Average,D,Thriller,R,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,F,Thriller,R,Low,Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Drama,R,Low,Above_Average
Average,D,Romance,PG-13,High,Below_Average
Average,F,Comedy,PG,High,Poor
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,D,Thriller,R,High,Above_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Drama,R,High,Average
Average,F,Drama,PG,Low,Above_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Thriller,R,Medium,Below_Average
Average,C,Comedy,R,Medium,Average
Average,F,Drama,PG-13,Medium,Average
Average,F,Family,PG,Low,Average
Average,C,Sci-Fi,PG,Low,Average
Average,F,Horror,R,Low,Average
Average,F,Romance,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,PG-13,Low,Below_Average
Average,F,Sci-Fi,PG-13,High,Awful
Average,F,Family,PG,High,Above_Average
Average,F,Comedy,PG,High,Average
Average,D,Comedy,PG-13,High,Average
Average,D,Comedy,PG-13,Medium,Average
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Comedy,PG,Medium,Below_Average
Average,F,Documentary,PG,Low,Below_Average
Average,F,Animation,G,High,Above_Average
Average,C,Animation,PG,High,Above_Average
Average,A,Animation,G,Medium,Good
Average,F,Sci-Fi,R,Low,Average
Average,D,Thriller,PG-13,High,Average
Average,F,Family,PG,High,Poor
Average,D,Family,PG,High,Below_Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,High,Average
Average,F,Family,PG,Medium,Average
Average,C,Comedy,PG-13,Medium,Average
Average,F,Family,PG,Medium,Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Sci-Fi,PG-13,Low,Below_Average
Average,F,Drama,R,Low,Average
Average,F,Thriller,R,Low,Above_Average
Average,F,Romance,R,Low,Average
Average,C,Animation,PG,High,Average
Average,F,Animation,PG,High,Above_Average
Average,F,Romance,PG-13,High,Average
Average,A,Drama,PG,Medium,Above_Average
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Sci-Fi,PG-13,High,Average
Average,F,Animation,PG,High,Average
Average,F,Comedy,R,High,Average
Average,D,Family,PG-13,High,Average
Average,B,Romance,PG-13,High,Average
Average,A,Thriller,R,High,Average
Average,D,Family,PG,High,Below_Average
Average,D,Thriller,R,High,Below_Average
Average,F,Drama,PG-13,Medium,Average
Average,F,Romance,R,Medium,Average
Average,F,Action,R,Medium,Average
Average,F,Romance,R,Medium,Average
Average,F,Drama,PG,Low,Average
Average,F,Action,R,Low,Below_Average
Average,D,Sci-Fi,PG-13,Low,Below_Average
Average,C,Drama,R,Low,Above_Average
Average,F,Thriller,R,Low,Below_Average
Average,A,Thriller,R,High,Average
Average,F,Drama,Approved,Low,Above_Average
Average,F,Thriller,R,Low,Below_Average
Average,F,Drama,R,Low,Average
Average,F,Horror,R,Low,Average
Average,D,Thriller,PG-13,High,Average
Average,C,Thriller,R,High,Average
Average,F,Thriller,R,High,Below_Average
Average,F,Thriller,PG-13,Medium,Average
Average,D,Drama,R,Medium,Above_Average
Average,F,Horror,PG-13,Medium,Poor
Average,F,Comedy,R,Low,Average
Average,F,Horror,PG-13,Low,Below_Average
Average,F,Drama,PG-13,Low,Average
Average,F,Action,Unrated,Low,Average
Average,F,Horror,R,Low,Above_Average
Average,F,Sci-Fi,G,Low,Average
Average,C,Action,PG,Low,Above_Average
Average,F,Romance,Unrated,Low,Average
Average,F,Thriller,R,Low,Above_Average
Average,F,Animation,PG,High,Above_Average
Average,D,Comedy,PG,Medium,Below_Average
Average,F,Romance,PG-13,High,Average
Average,F,Comedy,PG,Medium,Average
Average,F,Thriller,R,Low,Poor
Average,C,Comedy,R,Low,Below_Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Horror,PG,Low,Above_Average
Average,F,Thriller,R,High,Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,D,Thriller,PG-13,High,Below_Average
Average,F,Horror,R,High,Below_Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Thriller,PG,Medium,Below_Average
Average,F,Family,Approved,Low,Above_Average
Average,F,Horror,NC-17,Low,Average
Average,D,Animation,PG,High,Above_Average
Average,F,Family,G,High,Below_Average
Average,F,Family,PG,Medium,Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Sci-Fi,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,F,Romance,Approved,Low,Above_Average
Average,F,Action,Unrated,Low,Average
Average,A,Horror,R,Low,Poor
Average,F,Comedy,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Low,Above_Average
Average,F,Action,Unrated,Low,Good
Average,B,Sci-Fi,PG-13,High,Average
Average,F,Thriller,R,High,Average
Average,D,Sci-Fi,PG-13,High,Above_Average
Average,D,Romance,R,Medium,Above_Average
Average,C,Drama,R,Medium,Above_Average
Average,F,Sci-Fi,PG-13,Medium,Poor
Average,C,Drama,PG-13,Medium,Above_Average
Average,D,Thriller,PG-13,Medium,Average
Average,D,Comedy,R,Medium,Average
Average,F,Family,G,Medium,Above_Average
Average,F,Comedy,PG-13,Low,Average
Average,F,Thriller,R,Low,Average
Average,F,Drama,PG-13,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,D,Comedy,R,Low,Above_Average
Average,F,Horror,R,Low,Below_Average
Average,C,Animation,PG,High,Above_Average
Average,D,Sci-Fi,PG-13,High,Below_Average
Average,F,Family,PG,High,Average
Average,F,Comedy,R,High,Below_Average
Average,D,Comedy,PG-13,High,Below_Average
Average,F,Comedy,R,High,Average
Average,D,Family,PG,Medium,Average
Average,F,Horror,R,Medium,Poor
Average,D,Romance,PG-13,Medium,Average
Average,C,Drama,PG-13,Medium,Above_Average
Average,F,Comedy,R,Medium,Below_Average
Average,F,Family,PG-13,Medium,Average
Average,F,Thriller,PG-13,Medium,Poor
Average,F,Horror,R,Low,Poor
Average,F,Horror,R,Low,Average
Average,F,Horror,R,Low,Below_Average
Average,F,Thriller,R,Low,Above_Average
Average,D,Thriller,R,Low,Above_Average
Average,F,Drama,NC-17,Low,Above_Average
Average,A,Romance,PG-13,Low,Average
Average,D,Comedy,R,High,Below_Average
Average,D,Family,PG-13,High,Average
Average,C,Comedy,R,High,Average
Average,D,Drama,R,High,Above_Average
Average,F,Comedy,R,Medium,Average
Average,F,Drama,PG,Medium,Above_Average
Average,D,Comedy,PG-13,Medium,Above_Average
Average,F,Animation,PG,High,Average
Average,F,Animation,PG,High,Average
Average,F,Animation,PG,High,Average
Average,F,Animation,PG,High,Below_Average
Average,F,Family,PG,High,Poor
Average,F,Romance,PG-13,High,Average
Average,C,Thriller,R,High,Average
Average,F,Romance,PG-13,High,Average
Average,F,Thriller,R,High,Average
Average,F,Comedy,PG-13,High,Average
Average,D,Thriller,R,Medium,Below_Average
Average,D,Drama,R,Medium,Average
Average,C,Drama,R,Low,Average
Average,F,Drama,R,Low,Above_Average
Average,C,Drama,PG-13,Medium,Above_Average
Average,F,Horror,PG-13,High,Poor
Average,F,Action,PG-13,High,Below_Average
Average,F,Horror,R,Medium,Below_Average
Average,F,Family,PG,Medium,Average
Average,D,Thriller,R,Medium,Below_Average
Average,F,Romance,PG-13,Medium,Average
Average,F,Family,PG,Medium,Awful
Average,F,Family,PG,Medium,Poor
Average,F,Drama,PG-13,Low,Average
Average,F,Horror,R,Low,Average
Average,B,Thriller,PG-13,Low,Above_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,Low,Average
Average,C,Family,PG,High,Poor
Average,F,Family,PG,High,Poor
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Horror,R,High,Below_Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,C,Drama,PG-13,Medium,Average
Average,C,Comedy,R,Medium,Average
Average,F,Thriller,R,Low,Average
Average,C,Romance,PG-13,High,Average
Average,F,Sci-Fi,PG-13,High,Average
Average,F,Thriller,R,Medium,Average
Average,F,Sci-Fi,PG-13,Medium,Average
Average,C,Animation,PG,Medium,Above_Average
Average,A,Drama,R,Medium,Above_Average
Average,D,Family,PG,Medium,Above_Average
Average,C,Romance,PG-13,Medium,Above_Average
Average,F,Thriller,R,Low,Average
Average,F,Romance,R,Low,Above_Average
Average,F,Drama,R,Low,Above_Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,D,Thriller,R,Low,Above_Average
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,D,Sci-Fi,PG-13,High,Below_Average
Average,F,Horror,R,High,Above_Average
Average,B,Horror,R,Medium,Below_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Animation,R,Low,Above_Average
Average,D,Romance,PG-13,High,Below_Average
Average,F,Sci-Fi,PG,High,Average
Average,F,Horror,R,Medium,Average
Average,A,Family,PG,Medium,Average
Average,F,Drama,PG,Medium,Above_Average
Average,D,Comedy,R,Medium,Average
Average,C,Family,PG,Medium,Above_Average
Average,F,Comedy,PG-13,Medium,Poor
Average,A,Comedy,PG-13,Medium,Above_Average
Average,F,Romance,R,Medium,Average
Average,F,Comedy,PG-13,Low,Average
Average,D,Romance,R,Low,Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Comedy,R,Low,Average
Average,F,Romance,PG,Low,Average
Average,F,Comedy,Approved,Low,Above_Average
Average,F,Drama,R,Low,Poor
Average,F,Comedy,R,Low,Average
Average,F,Animation,PG,High,Below_Average
Average,D,Comedy,R,High,Average
Average,D,Comedy,PG-13,High,Average
Average,A,Comedy,PG-13,High,Above_Average
Average,F,Romance,R,High,Below_Average
Average,F,Comedy,R,High,Above_Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Average
Average,C,Romance,PG-13,High,Average
Average,D,Romance,PG-13,Medium,Above_Average
Average,F,Family,PG,Medium,Average
Average,F,Thriller,R,Medium,Average
Average,F,Thriller,R,Medium,Below_Average
Average,C,Thriller,R,Medium,Below_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Horror,R,Low,Below_Average
Average,F,Romance,R,Low,Average
Average,F,Comedy,PG-13,Low,Awful
Average,F,Comedy,PG-13,Medium,Average
Average,D,Sci-Fi,R,Low,Average
Average,D,Romance,PG-13,High,Average
Average,F,Comedy,PG-13,High,Average
Average,F,Romance,PG,High,Average
Average,A,Comedy,PG-13,High,Below_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Family,PG,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,F,Sci-Fi,PG-13,Medium,Poor
Average,F,Family,PG,Medium,Average
Average,F,Comedy,PG,Medium,Poor
Average,F,Horror,R,Medium,Average
Average,F,Family,PG,Medium,Average
Average,F,Comedy,R,Medium,Average
Average,F,Comedy,R,Low,Above_Average
Average,D,Thriller,PG-13,High,Below_Average
Average,F,Family,PG,High,Poor
Average,F,Family,PG,High,Below_Average
Average,C,Comedy,PG-13,High,Average
Average,F,Comedy,R,High,Average
Average,F,Romance,PG-13,Low,Average
Average,D,Thriller,PG-13,High,Below_Average
Average,F,Comedy,PG,Medium,Below_Average
Average,D,Thriller,PG-13,Medium,Average
Average,A,Horror,R,Medium,Poor
Average,F,Comedy,R,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Poor
Average,F,Comedy,R,High,Below_Average
Average,F,Thriller,R,Medium,Average
Average,F,Romance,PG-13,Medium,Below_Average
Average,F,Drama,R,Medium,Above_Average
Average,F,Comedy,R,Low,Average
Average,F,Animation,PG-13,Low,Good
Average,F,Horror,R,Low,Below_Average
Average,F,Animation,PG,High,Poor
Average,D,Action,R,High,Average
Average,D,Family,PG,High,Below_Average
Average,F,Thriller,R,High,Average
Average,F,Sci-Fi,PG-13,Medium,Above_Average
Average,F,Sci-Fi,PG-13,Medium,Awful
Average,F,Horror,R,Low,Below_Average
Average,F,Family,PG,High,Below_Average
Average,F,Animation,PG,High,Below_Average
Average,F,Thriller,R,High,Average
Average,D,Action,PG-13,High,Poor
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Sci-Fi,R,High,Average
Average,F,Drama,PG,High,Above_Average
Average,F,Comedy,PG-13,High,Below_Average
Average,D,Thriller,R,Medium,Average
Average,B,Thriller,R,Medium,Average
Average,D,Thriller,R,Medium,Average
Average,F,Comedy,PG-13,Medium,Below_Average
Average,D,Drama,R,Low,Average
Average,F,Horror,R,Low,Poor
Average,F,Comedy,R,Low,Average
Average,F,Animation,PG,High,Above_Average
Average,F,Sci-Fi,PG-13,High,Above_Average
Average,C,Sci-Fi,PG-13,High,Average
Average,F,Family,PG,Medium,Poor
Average,D,Comedy,PG-13,High,Average
Average,F,Thriller,PG-13,High,Average
Average,F,Sci-Fi,R,High,Average
Average,F,Sci-Fi,PG-13,Medium,Poor
Average,C,Comedy,PG,Medium,Below_Average
Average,F,Sci-Fi,PG,Medium,Poor
Average,F,Sci-Fi,R,Medium,Below_Average
Average,F,Comedy,R,Medium,Average
Average,F,Family,PG,High,Above_Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Horror,PG-13,Low,Awful
Average,D,Action,R,Low,Above_Average
Average,F,Horror,R,Low,Average
Average,F,Family,PG,Low,Average
Average,F,Romance,PG-13,Low,Above_Average
Average,A,Horror,R,Low,Average
Average,F,Drama,R,Low,Average
Average,F,Comedy,R,Low,Below_Average
Average,F,Comedy,PG,Low,Average
Average,F,Action,PG-13,Low,Average
Average,F,Horror,Unrated,Low,Poor
Average,D,Animation,G,High,Above_Average
Average,F,Thriller,R,High,Average
Average,D,Sci-Fi,PG,High,Average
Average,F,Sci-Fi,PG-13,High,Average
Average,D,Sci-Fi,PG,Medium,Good
Average,F,Comedy,PG,Medium,Average
Average,D,Thriller,R,Medium,Below_Average
Average,F,Family,PG,Medium,Awful
Average,F,Horror,R,Medium,Below_Average
Average,F,Drama,PG-13,Medium,Average
Average,D,Thriller,R,Medium,Above_Average
Average,D,Comedy,R,Low,Average
Average,F,Comedy,R,Low,Average
Average,F,Thriller,PG-13,Low,Average
Average,F,Horror,Unrated,Low,Awful
Average,F,Romance,R,Low,Below_Average
Average,F,Animation,PG,High,Above_Average
Average,F,Family,G,High,Poor
Average,F,Sci-Fi,PG-13,High,Below_Average
Average,F,Thriller,PG-13,High,Average
Average,D,Comedy,R,High,Below_Average
Average,F,Comedy,PG,High,Below_Average
Average,F,Thriller,R,Medium,Average
Average,D,Comedy,R,Medium,Average
Average,D,Thriller,R,Medium,Average
Average,D,Thriller,PG,Medium,Average
Average,F,Comedy,R,Medium,Below_Average
Average,D,Comedy,PG-13,Medium,Above_Average
Average,F,Sci-Fi,R,Medium,Poor
Average,F,Drama,PG,Medium,Average
Average,F,Comedy,R,Low,Above_Average
Average,F,Horror,R,Medium,Average
Average,F,Horror,R,Low,Poor
Average,F,Comedy,R,Low,Above_Average
Average,F,Animation,PG,High,Average
Average,F,Animation,PG,High,Average
Average,C,Animation,PG,High,Average
Average,F,Animation,PG,High,Average
Average,D,Animation,PG,High,Average
Average,F,Romance,PG-13,Medium,Average
Average,D,Comedy,PG-13,Medium,Below_Average
Average,B,Sci-Fi,PG,Medium,Average
Average,F,Drama,PG-13,Low,Poor
Average,F,Romance,PG-13,Low,Average
Average,F,Drama,R,Low,Above_Average
Average,F,Family,PG,High,Awful
Average,C,Animation,PG,High,Above_Average
Average,C,Sci-Fi,PG-13,High,Above_Average
Average,F,Horror,PG-13,High,Average
Average,F,Romance,PG-13,High,Below_Average
Average,D,Thriller,PG-13,Medium,Average
Average,C,Thriller,PG-13,Medium,Average
Average,F,Comedy,PG-13,High,Below_Average
Average,F,Family,PG,Medium,Average
Average,F,Thriller,PG-13,Medium,Below_Average
Average,F,Horror,R,Low,Poor
Average,C,Drama,R,Medium,Above_Average
Average,F,Sci-Fi,PG-13,Medium,Awful
Average,F,Drama,PG-13,Medium,Average
Average,F,Thriller,R,Medium,Below_Average
Average,F,Comedy,R,Medium,Average
Average,D,Drama,R,Low,Average
Average,F,Thriller,Unrated,Low,Above_Average
Average,A,Family,PG,High,Average
Average,F,Action,PG-13,High,Average
Average,F,Family,PG,High,Average
Average,F,Family,PG,High,Above_Average
Average,F,Comedy,PG-13,High,Poor
Average,F,Action,PG,Medium,Above_Average
Average,F,Action,PG-13,Medium,Above_Average
Average,D,Romance,PG-13,Medium,Below_Average
Average,F,Comedy,PG-13,Medium,Awful
Average,D,Horror,R,Low,Below_Average
Average,F,Comedy,R,Low,Average
Average,F,Drama,R,Low,Above_Average
Average,F,Comedy,PG-13,Medium,Awful
Average,F,Family,PG,High,Below_Average
Average,F,Family,PG,High,Awful
Average,F,Family,PG,High,Below_Average
Average,F,Family,PG,High,Poor
Average,F,Comedy,PG,High,Average
Average,C,Sci-Fi,R,Medium,Below_Average
Average,F,Family,PG,Medium,Below_Average
Average,F,Thriller,PG-13,Medium,Poor
Average,F,Family,PG,Medium,Poor
Average,C,Action,PG-13,Medium,Average
Average,D,Thriller,R,Medium,Poor
Average,F,Comedy,R,Medium,Below_Average
Average,F,Sci-Fi,PG,Low,Below_Average
